name,image,caption,director,producer,screenplay,story,starring,music,cinematography,editing,studio,distributor,released,runtime,country,language,budget,gross
Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind.png,Theatrical release poster,[[Michel Gondry ]],"{{plainlist|
* [[Steve Golin]]
* [[Anthony Bregman]]}}",[[Charlie Kaufman]],"{{Plainlist|
* Michel Gondry
* Charlie Kaufman
* [[Pierre Bismuth]]}}","{{Plainlist|
* [[Jim Carrey]]
* [[Kate Winslet]]
* [[Kirsten Dunst]]
* [[Mark Ruffalo]]
* [[Elijah Wood]]
* [[Tom Wilkinson]]}}",[[Jon Brion]],[[Ellen Kuras]],[[Valdís Óskarsdóttir]],"{{plainlist|
* [[Anonymous Content]]
* [[This Is That Productions|This Is That]]}}",[[Focus Features]],{{Film date|2004|3|19|United States}},108 minutes,United States,English,$20 million,$74 million
